qid,article_id,beat,author_cleaned2,wordcount,article_len_char,_article,_article_len_char,section2,wordcount_quote,wordcount_paragraph,wordcount_fullspeech,char_count_quote,char_count_paragraph,char_count_fullspeech,wordcount_nostopwords_quote,wordcount_nostopwords_paragraph,wordcount_nostopwords_fullspeech,char_count_nostopwords_quote,char_count_nostopwords_paragraph,char_count_nostopwords_fullspeech,malay,mandarin,tamil,vernacular,translations,year,ge2006,ge2011,ge2015,ge2006_1mth,ge2006_3mths,ge2006_6mths,ge2011_1mth,ge2011_3mths,ge2011_6mths,ge2015_1mth,ge2015_3mths,ge2015_6mths,be2012,be2013,be2016,be2012_1mth,be2012_3mths,be2013_1mth,be2013_3mths,be2016_1mth,be2016_3mths,pe2005,pe2011,pe2005_1mth,pe2005_3mths,pe2005_6mths,pe2011_1mth,pe2011_3mths,pe2011_6mths,weekday
3724,2761,none,3,555,3168,360,2500,singapore,3,54.0,4020,23,307.0,23280,3,27.0,2129,23,212.0,15994,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3725,2761,none,3,555,3168,360,2500,singapore,2,100.0,301,8,547.0,1736,1,43.0,151,3,327.0,1172,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3726,2761,none,3,555,3168,360,2500,singapore,23,150.0,4020,110,849.0,23280,11,76.0,2129,71,580.0,15994,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3727,2761,none,3,555,3168,360,2500,singapore,31,150.0,4020,166,849.0,23280,15,76.0,2129,108,580.0,15994,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3728,2761,none,3,555,3168,360,2500,singapore,2,150.0,4020,14,849.0,23280,2,76.0,2129,14,580.0,15994,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3729,2761,none,3,555,3168,360,2500,singapore,2,104.0,4020,12,615.0,23280,2,54.0,2129,12,420.0,15994,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3730,2761,none,3,555,3168,360,2500,singapore,3,44.0,206,19,250.0,1166,3,16.0,87,19,133.0,705,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3731,2761,none,3,555,3168,360,2500,singapore,2,61.0,400,22,362.0,2282,2,30.0,191,22,246.0,1482,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3732,1929,none,108,589,3231,388,2491,top of the news,24,95.0,427,118,527.0,2561,12,52.0,250,75,354.0,1845,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3733,1929,none,108,589,3231,388,2491,top of the news,20,53.0,134,95,282.0,751,11,26.0,69,65,187.0,514,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3734,1929,none,108,589,3231,388,2491,top of the news,11,231.0,282,57,1234.0,1511,3,109.0,138,27,737.0,934,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3735,1929,none,108,589,3231,388,2491,top of the news,23,97.0,407,125,529.0,2358,9,47.0,220,74,335.0,1628,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3736,2262,none,113,482,2768,301,2150,singapore,7,38.0,407,39,219.0,2380,4,19.0,226,29,145.0,1730,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3737,1503,none,3,600,3648,388,2808,singapore,16,133.0,4160,81,792.0,25507,6,72.0,2354,43,559.0,18309,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3738,2361,none,102,465,2616,265,1862,singapore,25,54.0,3247,141,332.0,19119,11,26.0,1721,85,223.0,13186,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3739,2361,none,102,465,2616,265,1862,singapore,29,54.0,3247,144,332.0,19119,13,26.0,1721,89,223.0,13186,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3740,2361,none,102,465,2616,265,1862,singapore,66,49.0,3247,390,247.0,19119,35,21.0,1721,254,137.0,13186,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3741,2361,none,102,465,2616,265,1862,singapore,29,50.0,3247,159,302.0,19119,16,27.0,1721,109,210.0,13186,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3742,2361,none,102,465,2616,265,1862,singapore,38,77.0,1595,209,439.0,8792,15,35.0,764,119,277.0,5592,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3743,2361,none,102,465,2616,265,1862,singapore,30,74.0,1595,177,464.0,8792,15,42.0,764,127,348.0,5592,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3744,2361,none,102,465,2616,265,1862,singapore,31,187.0,2017,152,1008.0,11444,13,103.0,1102,88,695.0,8025,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3745,398,none,81,519,2883,335,2239,singapore,26,178.0,2027,123,902.0,11132,12,84.0,1052,82,560.0,7370,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3746,398,none,81,519,2883,335,2239,singapore,10,178.0,2027,60,902.0,11132,5,84.0,1052,44,560.0,7370,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3747,308,none,101,707,3905,427,2886,top of the news,10,153.0,3753,61,784.0,21157,5,79.0,2072,41,486.0,14637,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3748,308,none,101,707,3905,427,2886,top of the news,20,103.0,3753,101,548.0,21157,10,54.0,2072,70,360.0,14637,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3749,308,none,101,707,3905,427,2886,top of the news,17,165.0,3753,92,922.0,21157,11,94.0,2072,76,656.0,14637,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3750,308,none,101,707,3905,427,2886,top of the news,23,71.0,3753,116,373.0,21157,12,37.0,2072,80,245.0,14637,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3751,308,none,101,707,3905,427,2886,top of the news,16,105.0,3753,100,611.0,21157,9,61.0,2072,80,449.0,14637,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3752,1507,health,72,677,3936,428,2968,top of the news,12,30.0,3091,67,188.0,18526,7,17.0,1635,48,142.0,12751,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3753,1507,health,72,677,3936,428,2968,top of the news,15,95.0,3091,87,579.0,18526,8,47.0,1635,59,398.0,12751,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3754,1507,health,72,677,3936,428,2968,top of the news,10,80.0,2180,59,468.0,12627,6,42.0,1095,45,321.0,8410,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3755,1507,health,72,677,3936,428,2968,top of the news,17,144.0,1582,76,897.0,9709,5,82.0,887,33,638.0,6941,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3756,1507,health,72,677,3936,428,2968,top of the news,18,94.0,4160,114,544.0,25507,13,52.0,2354,94,380.0,18309,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3757,1507,health,72,677,3936,428,2968,top of the news,10,94.0,4160,61,544.0,25507,6,52.0,2354,41,380.0,18309,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3758,1507,health,72,677,3936,428,2968,top of the news,10,35.0,2056,56,201.0,12366,6,18.0,1131,40,141.0,8767,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3759,1507,health,72,677,3936,428,2968,top of the news,9,71.0,1569,48,391.0,9116,6,39.0,874,35,276.0,6447,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3760,2488,none,114,530,3205,345,2497,singapore,17,104.0,1463,106,680.0,9282,9,62.0,868,81,516.0,6904,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3761,2488,none,114,530,3205,345,2497,singapore,10,120.0,1463,68,761.0,9282,6,72.0,868,49,569.0,6904,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3762,465,,4,314,1917,212,1504,singapore,14,94.0,3753,78,576.0,21157,8,54.0,2072,56,424.0,14637,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3763,465,none,4,314,1917,212,1504,singapore,19,102.0,3753,109,605.0,21157,7,53.0,2072,63,408.0,14637,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3764,465,none,4,314,1917,212,1504,singapore,15,102.0,3753,82,605.0,21157,8,53.0,2072,58,408.0,14637,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3765,2229,none,33,420,2371,264,1795,singapore,18,101.0,461,99,580.0,2628,9,53.0,246,60,390.0,1779,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3766,2229,none,33,420,2371,264,1795,singapore,34,63.0,461,181,336.0,2628,15,26.0,246,112,196.0,1779,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3767,2229,none,33,420,2371,264,1795,singapore,35,63.0,461,182,336.0,2628,15,26.0,246,110,196.0,1779,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3768,306,health,72,475,2582,267,1848,top of the news,36,38.0,141,207,218.0,914,17,18.0,78,121,129.0,640,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3769,306,health,72,475,2582,267,1848,top of the news,22,159.0,4686,141,954.0,28483,11,92.0,2695,99,675.0,20546,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3770,1074,none,14,344,1922,212,1497,top of the news,2,107.0,288,14,596.0,1603,1,52.0,127,9,382.0,960,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3771,1475,none,4,769,4114,464,2926,top of the news,10,24.0,3560,74,136.0,19324,7,12.0,1853,61,92.0,12477,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3772,1475,none,4,769,4114,464,2926,top of the news,32,48.0,3560,164,244.0,19324,14,23.0,1853,91,147.0,12477,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3773,1475,none,4,769,4114,464,2926,top of the news,13,24.0,3560,85,136.0,19324,7,12.0,1853,61,92.0,12477,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3774,1475,none,4,769,4114,464,2926,top of the news,19,101.0,3560,88,533.0,19324,9,51.0,1853,54,321.0,12477,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3775,1475,none,4,769,4114,464,2926,top of the news,29,166.0,3560,164,895.0,19324,13,71.0,1853,103,531.0,12477,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3776,1475,none,4,769,4114,464,2926,top of the news,9,114.0,3560,48,632.0,19324,4,60.0,1853,31,406.0,12477,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3777,1475,none,4,769,4114,464,2926,top of the news,4,104.0,248,19,563.0,1292,3,60.0,118,16,390.0,773,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3778,1475,none,4,769,4114,464,2926,top of the news,18,125.0,593,86,678.0,3195,5,57.0,287,36,417.0,2018,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3779,1376,none,33,570,3270,369,2541,singapore,2,223.0,2773,12,1323.0,16201,2,128.0,1584,12,964.0,11595,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3780,1376,none,33,570,3270,369,2541,singapore,19,223.0,2773,118,1323.0,16201,9,128.0,1584,83,964.0,11595,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3781,1376,none,33,570,3270,369,2541,singapore,4,168.0,168,29,898.0,898,2,87.0,87,22,611.0,611,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3782,1376,none,33,570,3270,369,2541,singapore,6,171.0,454,30,847.0,2331,4,74.0,202,22,492.0,1377,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3783,2581,none,91,500,2755,310,2144,singapore,19,44.0,348,106,226.0,2085,11,27.0,203,79,166.0,1553,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3784,2581,none,91,500,2755,310,2144,singapore,27,64.0,348,179,420.0,2085,14,37.0,203,133,327.0,1553,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3785,2581,none,91,500,2755,310,2144,singapore,1,136.0,348,5,826.0,2085,1,81.0,203,5,623.0,1553,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3786,2068,none,101,506,2946,318,2262,singapore,2,115.0,2197,18,655.0,12565,2,52.0,1085,18,403.0,8159,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3787,2068,none,101,506,2946,318,2262,singapore,9,123.0,2197,61,708.0,12565,6,55.0,1085,49,438.0,8159,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3788,2068,none,101,506,2946,318,2262,singapore,55,92.0,2459,317,518.0,14091,23,43.0,1253,195,334.0,9415,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3789,2068,none,101,506,2946,318,2262,singapore,27,57.0,1949,168,397.0,11719,13,35.0,1013,113,316.0,8063,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3790,2068,none,101,506,2946,318,2262,singapore,23,70.0,2038,135,421.0,11884,11,35.0,1119,91,273.0,8343,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3791,2068,none,101,506,2946,318,2262,singapore,37,99.0,1680,206,562.0,10008,19,49.0,902,139,363.0,6953,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3792,2453,none,26,300,1635,166,1144,singapore,16,110.0,456,107,597.0,2521,10,49.0,211,80,354.0,1565,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3793,2453,none,26,300,1635,166,1144,singapore,3,199.0,308,24,1022.0,1628,2,82.0,134,21,592.0,988,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3794,2453,none,26,300,1635,166,1144,singapore,40,199.0,308,193,1022.0,1628,16,82.0,134,101,592.0,988,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3795,2453,none,26,300,1635,166,1144,singapore,12,47.0,47,63,247.0,247,5,23.0,23,40,164.0,164,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3796,480,,0,681,4021,425,3020,singapore,3,131.0,1281,12,747.0,7155,1,62.0,672,5,475.0,4832,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3797,1506,none,115,881,5266,576,4130,singapore,3,106.0,3091,18,634.0,18526,3,58.0,1635,18,442.0,12751,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3798,1506,none,115,881,5266,576,4130,singapore,6,58.0,3091,31,302.0,18526,3,33.0,1635,18,209.0,12751,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3799,1506,none,115,881,5266,576,4130,singapore,32,106.0,3091,185,634.0,18526,21,58.0,1635,149,442.0,12751,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3800,1506,none,115,881,5266,576,4130,singapore,86,39.0,2753,471,194.0,15721,40,16.0,1472,290,112.0,10823,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3801,1506,none,115,881,5266,576,4130,singapore,80,144.0,1374,500,864.0,8454,48,83.0,768,384,631.0,6120,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3802,1506,none,115,881,5266,576,4130,singapore,61,77.0,1425,377,469.0,8672,39,49.0,787,287,357.0,6252,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3803,1506,none,115,881,5266,576,4130,singapore,44,81.0,1050,264,469.0,6443,23,42.0,592,180,311.0,4663,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3804,2613,technology,40,451,2685,283,2071,top of the news,13,51.0,923,87,332.0,5807,8,28.0,561,65,240.0,4355,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3805,2613,technology,40,451,2685,283,2071,top of the news,31,86.0,193,173,529.0,1154,13,40.0,91,105,349.0,757,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3806,1696,none,77,402,2382,250,1813,singapore,21,102.0,2646,138,605.0,15006,13,51.0,1369,108,406.0,9968,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3807,1696,none,77,402,2382,250,1813,singapore,27,45.0,2646,163,266.0,15006,13,21.0,1369,114,181.0,9968,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3808,1696,none,77,402,2382,250,1813,singapore,13,69.0,2102,72,376.0,12656,8,33.0,1162,56,243.0,9119,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3809,1696,none,77,402,2382,250,1813,singapore,3,69.0,2102,14,376.0,12656,1,33.0,1162,4,243.0,9119,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thursday
3810,3298,health,72,488,2752,289,2023,top of the news,8,83.0,940,47,527.0,5866,5,49.0,524,36,394.0,4217,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3811,3298,health,72,488,2752,289,2023,top of the news,3,97.0,940,23,611.0,5866,3,58.0,524,23,455.0,4217,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3812,3298,health,72,488,2752,289,2023,top of the news,5,86.0,245,30,511.0,1455,3,40.0,110,22,318.0,900,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3813,3298,health,72,488,2752,289,2023,top of the news,7,71.0,155,40,368.0,854,3,34.0,78,24,241.0,583,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3814,3298,health,72,488,2752,289,2023,top of the news,4,78.0,239,23,468.0,1401,3,43.0,120,20,347.0,928,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3815,3298,health,72,488,2752,289,2023,top of the news,20,103.0,239,106,586.0,1401,8,46.0,120,66,350.0,928,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3816,3298,health,72,488,2752,289,2023,top of the news,13,51.0,940,96,322.0,5866,9,30.0,524,82,242.0,4217,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuesday
3817,262,none,84,637,3688,419,2870,top of the news,25,58.0,2752,144,382.0,16301,13,35.0,1508,96,291.0,11566,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3818,262,none,84,637,3688,419,2870,top of the news,16,83.0,2752,93,521.0,16301,10,49.0,1508,68,386.0,11566,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3819,262,none,84,637,3688,419,2870,top of the news,15,161.0,2203,88,871.0,12440,7,73.0,1068,60,529.0,8031,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wednesday
3820,448,none,4,451,2519,299,1986,singapore,7,87.0,184,31,494.0,1075,3,51.0,103,17,370.0,773,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saturday
3821,448,none,4,451,2519,299,1986,singapore,7,39.0,313,28,215.0,1871,3,25.0,186,17,169.0,1384,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saturday
3822,448,none,4,451,2519,299,1986,singapore,6,41.0,313,35,235.0,1871,2,22.0,186,20,160.0,1384,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saturday
3823,448,none,4,451,2519,299,1986,singapore,28,100.0,4702,156,580.0,28539,14,50.0,2711,112,395.0,20806,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saturday
