qid,partialscore_quote_to_sentence,tokensetscore_quote_to_sentence,partialscore_quote_to_paragraph,tokensetscore_quote_to_paragraph,partialscore_quote_to_fullspeech,tokensetscore_quote_to_fullspeech,_partialscore_sentence,tokensetscore_quote_to_sentence_nostopwords,_partialscore_paragraph,tokensetscore_quote_to_paragraph_nostopwords,_partialscore_speech,tokensetscore_quote_to_fullspeech_nostopwords
401,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
402,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
403,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
404,93.0,97,93.0,97,93,97,97.0,98,97.0,95,97,95
405,93.0,94,92.0,93,92,97,84.0,91,86.0,84,86,92
406,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
407,88.0,100,89.0,100,89,100,92.0,100,92.0,100,92,100
408,98.0,97,98.0,97,98,100,98.0,96,98.0,96,98,100
409,96.0,94,96.0,94,96,100,100.0,90,100.0,90,100,100
410,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
411,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
412,76.0,100,78.0,92,78,95,78.0,100,82.0,93,82,93
413,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
414,51.0,68,56.0,62,79,99,49.0,65,54.0,58,79,99
415,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
416,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
417,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
418,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
419,67.0,75,67.0,100,67,100,57.0,100,86.0,100,86,100
420,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
421,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
422,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
423,98.0,100,98.0,100,98,100,96.0,100,96.0,100,96,100
424,77.0,85,83.0,95,83,95,73.0,82,79.0,94,79,94
425,87.0,95,87.0,97,87,100,95.0,100,95.0,100,95,100
426,76.0,89,76.0,91,76,91,77.0,88,77.0,88,77,88
427,92.0,97,92.0,97,92,98,90.0,97,90.0,97,90,98
428,75.0,94,75.0,94,75,94,71.0,92,71.0,92,71,92
429,85.0,100,85.0,100,85,100,100.0,100,100.0,100,100,100
430,96.0,97,96.0,97,96,100,95.0,98,95.0,98,95,100
431,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
432,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
433,87.0,100,87.0,100,87,100,93.0,100,93.0,100,93,100
434,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
435,84.0,92,84.0,94,84,94,91.0,92,91.0,92,91,92
436,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
437,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
438,80.0,76,100.0,100,57,87,67.0,64,100.0,100,73,64
439,88.0,90,88.0,90,88,100,100.0,100,100.0,100,100,100
440,93.0,100,93.0,100,93,100,90.0,100,90.0,100,90,100
441,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
442,67.0,50,67.0,50,67,80,75.0,18,75.0,5,75,50
443,70.0,100,70.0,100,70,100,68.0,100,68.0,100,68,100
444,73.0,77,73.0,77,52,49,81.0,84,84.0,75,50,43
445,81.0,98,81.0,98,52,89,91.0,100,91.0,100,56,74
446,58.0,76,67.0,69,54,77,76.0,87,69.0,68,51,68
447,85.0,87,81.0,84,51,68,92.0,92,87.0,87,48,47
448,48.0,55,48.0,55,49,83,43.0,48,43.0,48,52,77
449,86.0,95,86.0,100,86,100,87.0,93,87.0,100,87,100
450,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
451,99.0,98,99.0,98,99,98,95.0,100,95.0,97,95,97
452,99.0,100,99.0,97,99,97,99.0,100,99.0,96,99,96
453,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
454,98.0,100,98.0,100,98,100,96.0,100,96.0,100,96,100
455,96.0,100,90.0,95,90,100,100.0,100,92.0,95,92,100
456,84.0,93,76.0,86,71,96,81.0,91,73.0,82,70,97
457,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
458,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
459,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
460,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
461,96.0,97,96.0,71,96,79,95.0,96,95.0,56,95,70
462,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
463,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
464,97.0,98,97.0,99,97,100,96.0,100,96.0,100,96,100
465,80.0,100,80.0,100,80,100,78.0,100,78.0,100,78,100
466,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
467,94.0,95,94.0,99,94,100,91.0,94,91.0,99,91,100
468,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
469,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
470,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
471,88.0,100,88.0,100,88,100,89.0,100,89.0,100,89,100
472,98.0,100,98.0,100,98,100,100.0,100,100.0,100,100,100
473,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
474,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
475,95.0,54,95.0,54,95,54,79.0,54,79.0,54,79,54
476,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
477,92.0,98,92.0,98,92,100,90.0,100,90.0,100,90,100
478,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
479,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
480,98.0,98,98.0,98,98,98,99.0,98,99.0,97,99,97
481,99.0,100,99.0,96,99,96,95.0,97,95.0,93,95,93
482,71.0,100,71.0,100,71,100,71.0,100,71.0,100,71,100
483,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
484,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
485,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
486,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
487,96.0,76,96.0,76,96,76,95.0,71,95.0,71,95,71
488,100.0,100,95.0,95,95,95,100.0,100,97.0,92,97,92
489,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
490,77.0,85,100.0,100,100,100,74.0,84,100.0,100,100,100
491,85.0,96,85.0,96,85,96,85.0,94,85.0,94,85,94
492,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
493,100.0,100,66.0,42,47,47,100.0,100,70.0,46,46,33
494,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
495,97.0,98,97.0,98,97,98,99.0,98,99.0,98,99,98
496,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
497,74.0,100,74.0,100,74,100,69.0,100,69.0,100,69,100
498,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
499,91.0,98,91.0,98,91,98,89.0,97,89.0,97,89,97
500,90.0,97,90.0,97,90,100,86.0,96,86.0,96,86,100
501,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
502,89.0,93,89.0,93,89,100,90.0,93,90.0,93,90,100
503,79.0,83,77.0,100,77,100,83.0,84,80.0,100,80,100
504,100.0,100,100.0,100,53,76,100.0,100,100.0,100,51,64
505,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
506,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
507,93.0,100,92.0,96,92,96,92.0,100,88.0,94,88,94
508,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
509,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
510,96.0,98,96.0,100,96,100,97.0,98,97.0,100,97,100
511,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
512,99.0,100,99.0,100,99,100,100.0,100,100.0,100,100,100
513,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
514,99.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
515,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
516,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
517,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
518,78.0,96,78.0,96,78,96,81.0,95,81.0,95,81,95
519,99.0,100,99.0,99,99,99,100.0,100,100.0,100,100,100
520,94.0,97,96.0,97,96,97,95.0,97,98.0,97,98,97
521,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
522,84.0,96,84.0,100,84,100,91.0,93,91.0,100,91,100
523,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
524,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
525,94.0,97,94.0,97,94,97,100.0,100,100.0,100,100,100
526,93.0,99,93.0,100,93,100,95.0,100,95.0,100,95,100
527,88.0,84,88.0,94,88,100,85.0,80,85.0,94,85,100
528,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
529,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
530,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
531,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
532,100.0,100,100.0,100,100,100,99.0,100,99.0,100,99,100
533,82.0,100,82.0,100,82,100,94.0,100,94.0,100,94,100
534,97.0,98,97.0,98,97,100,99.0,98,99.0,98,99,100
535,91.0,94,91.0,94,91,100,91.0,94,91.0,94,88,100
536,99.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
537,95.0,100,95.0,100,95,100,100.0,100,100.0,100,100,100
538,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
539,95.0,100,95.0,100,95,100,100.0,100,100.0,100,100,100
540,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
541,98.0,100,98.0,100,98,100,100.0,100,100.0,100,100,100
542,77.0,98,77.0,98,77,98,68.0,97,68.0,97,68,97
543,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
544,87.0,98,87.0,98,87,98,89.0,98,89.0,98,89,98
545,91.0,99,91.0,100,91,100,100.0,100,100.0,100,100,100
546,98.0,98,98.0,100,98,100,100.0,100,100.0,100,100,100
547,91.0,100,91.0,100,91,100,88.0,100,88.0,100,88,100
548,72.0,78,64.0,76,64,79,81.0,85,69.0,85,69,85
549,100.0,99,100.0,99,100,99,99.0,99,99.0,99,99,99
550,99.0,99,99.0,99,99,99,98.0,99,99.0,99,99,99
551,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
552,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
553,90.0,100,90.0,100,90,100,88.0,100,88.0,100,88,100
554,69.0,82,69.0,86,69,100,79.0,81,79.0,81,79,100
555,71.0,86,71.0,94,71,97,67.0,85,67.0,92,67,95
556,88.0,85,88.0,85,100,100,83.0,77,83.0,77,100,100
557,95.0,100,95.0,100,95,100,100.0,100,100.0,100,100,100
558,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
559,88.0,100,89.0,94,89,98,94.0,100,95.0,97,95,97
560,76.0,100,76.0,100,76,100,73.0,100,73.0,100,73,100
561,96.0,94,96.0,94,96,94,93.0,90,93.0,90,93,90
562,90.0,96,90.0,98,90,98,97.0,98,97.0,97,97,97
563,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
564,82.0,100,82.0,100,82,100,100.0,100,100.0,100,100,100
565,77.0,84,79.0,92,79,92,85.0,91,81.0,96,81,96
566,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
567,92.0,100,92.0,100,92,100,88.0,100,88.0,100,88,100
568,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
569,98.0,99,98.0,94,98,100,99.0,99,99.0,94,99,100
570,91.0,100,92.0,97,92,98,93.0,100,94.0,98,94,98
571,88.0,92,88.0,92,88,100,83.0,91,83.0,91,83,100
572,99.0,98,99.0,98,99,98,98.0,98,98.0,98,98,98
573,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
574,82.0,100,82.0,100,82,100,100.0,100,100.0,100,100,100
575,88.0,100,88.0,100,88,100,82.0,100,84.0,100,84,100
576,99.0,99,99.0,100,99,100,96.0,100,96.0,100,96,100
577,90.0,94,90.0,95,90,100,93.0,100,93.0,100,93,100
578,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
579,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
580,97.0,95,97.0,96,97,96,96.0,95,96.0,95,96,95
581,90.0,97,90.0,97,90,97,93.0,97,93.0,97,93,97
582,74.0,83,74.0,98,74,100,78.0,83,78.0,97,78,100
583,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
584,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
585,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
586,96.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
587,99.0,94,99.0,93,99,93,99.0,93,99.0,92,99,92
588,80.0,80,80.0,80,98,80,71.0,73,71.0,73,96,73
589,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
590,85.0,100,85.0,100,85,100,80.0,100,80.0,100,80,100
591,89.0,9,89.0,6,89,0,88.0,10,88.0,7,88,0
592,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
593,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
594,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
595,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
596,97.0,99,97.0,99,97,99,99.0,98,99.0,98,99,98
597,76.0,83,76.0,83,75,98,73.0,85,73.0,85,68,97
598,70.0,81,70.0,81,70,81,70.0,78,70.0,78,70,78
599,93.0,100,94.0,96,94,98,92.0,100,92.0,95,92,97
600,99.0,100,99.0,100,99,100,98.0,100,98.0,100,98,100
601,96.0,100,96.0,100,93,99,95.0,100,95.0,100,89,98
602,95.0,77,95.0,77,100,100,95.0,77,95.0,77,100,100
603,93.0,88,93.0,88,93,88,100.0,100,100.0,100,100,100
604,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
605,90.0,95,67.0,73,67,73,88.0,100,63.0,76,63,76
606,92.0,96,93.0,96,93,96,92.0,93,92.0,93,92,93
607,91.0,94,91.0,94,91,94,90.0,95,90.0,95,90,95
608,95.0,97,95.0,97,95,97,93.0,95,93.0,95,93,95
609,88.0,100,88.0,100,88,100,85.0,100,85.0,100,85,100
610,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
611,99.0,98,99.0,98,99,100,100.0,100,100.0,100,100,100
612,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
613,95.0,97,95.0,97,95,97,96.0,100,96.0,100,96,100
614,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
615,83.0,81,73.0,90,73,94,88.0,84,82.0,90,82,94
616,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
617,92.0,100,92.0,100,92,100,100.0,100,100.0,100,100,100
618,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
619,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
620,97.0,98,97.0,98,97,100,100.0,100,100.0,100,100,100
621,67.0,65,67.0,65,67,65,61.0,65,61.0,65,61,65
622,94.0,100,94.0,100,94,100,100.0,100,100.0,100,100,100
623,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
624,97.0,98,97.0,98,97,100,100.0,100,100.0,100,100,100
625,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
626,86.0,98,86.0,98,86,98,81.0,95,81.0,95,81,95
627,93.0,96,93.0,96,93,96,93.0,95,93.0,95,93,95
628,86.0,81,86.0,81,86,81,83.0,77,83.0,77,83,77
629,90.0,93,90.0,100,90,100,100.0,100,94.0,100,94,100
630,80.0,92,96.0,97,96,97,85.0,92,99.0,98,99,98
631,95.0,100,95.0,100,95,100,96.0,100,96.0,100,96,100
632,76.0,97,76.0,97,76,97,76.0,97,76.0,97,76,97
633,78.0,92,78.0,92,78,92,80.0,92,80.0,92,80,92
634,95.0,99,95.0,99,95,99,93.0,100,93.0,100,93,100
635,50.0,63,50.0,63,95,98,46.0,60,46.0,60,98,97
636,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
637,89.0,99,89.0,99,89,99,90.0,100,90.0,100,90,100
638,90.0,98,90.0,98,90,98,89.0,97,89.0,97,89,97
639,48.0,49,95.0,96,95,96,46.0,37,100.0,100,100,100
640,87.0,97,87.0,97,87,97,82.0,99,82.0,99,82,99
641,91.0,100,91.0,100,91,100,92.0,100,92.0,100,92,100
642,89.0,98,82.0,100,82,100,92.0,100,81.0,100,81,100
643,98.0,86,98.0,86,98,86,97.0,82,97.0,82,97,82
644,83.0,93,90.0,97,90,98,91.0,97,93.0,100,93,100
645,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
646,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
647,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
648,94.0,97,94.0,97,94,100,96.0,97,95.0,96,95,100
649,95.0,96,95.0,96,95,100,99.0,95,99.0,95,99,100
650,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
651,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
652,91.0,93,91.0,100,91,100,100.0,100,100.0,100,100,100
653,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
654,82.0,94,82.0,94,97,100,81.0,92,81.0,92,100,100
655,92.0,100,92.0,100,92,100,95.0,100,95.0,100,95,100
656,95.0,100,95.0,100,95,100,90.0,100,90.0,100,90,100
657,100.0,100,69.0,80,69,89,100.0,100,71.0,74,71,82
658,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
659,97.0,100,97.0,100,97,100,95.0,100,95.0,100,95,100
660,57.0,60,57.0,60,80,93,58.0,53,58.0,53,85,88
661,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
662,89.0,99,89.0,99,89,99,90.0,100,90.0,100,90,100
663,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
664,96.0,95,96.0,98,96,100,100.0,100,100.0,100,100,100
665,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
666,98.0,98,98.0,98,98,98,100.0,100,100.0,100,100,100
667,99.0,99,99.0,100,99,100,100.0,100,100.0,100,100,100
668,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
669,95.0,88,95.0,79,95,79,97.0,99,97.0,75,97,75
670,96.0,93,96.0,94,96,94,96.0,93,96.0,92,96,92
671,100.0,100,100.0,100,75,100,100.0,100,100.0,100,75,100
672,100.0,100,100.0,100,70,100,100.0,100,100.0,100,77,100
673,79.0,99,79.0,99,49,89,78.0,100,78.0,100,48,83
674,78.0,91,78.0,90,56,79,83.0,95,83.0,95,62,62
675,100.0,100,100.0,100,49,74,100.0,100,100.0,100,52,62
676,96.0,72,96.0,72,68,72,96.0,72,96.0,72,68,72
677,100.0,100,100.0,100,58,80,100.0,100,100.0,100,60,60
678,100.0,100,100.0,100,59,92,100.0,100,100.0,100,66,87
679,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
680,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
681,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
682,100.0,100,69.0,74,51,49,100.0,100,63.0,67,48,39
683,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
684,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
685,98.0,99,98.0,99,98,100,100.0,100,100.0,100,100,100
686,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
687,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
688,72.0,74,72.0,90,72,90,79.0,80,79.0,95,79,95
689,66.0,69,76.0,98,76,100,62.0,57,75.0,100,75,100
690,95.0,93,95.0,93,95,100,100.0,100,100.0,100,100,100
691,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
692,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
693,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
694,96.0,100,96.0,100,96,100,100.0,100,100.0,100,100,100
695,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
696,94.0,100,94.0,100,94,100,92.0,100,92.0,100,92,100
697,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
698,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
699,93.0,95,93.0,95,93,96,90.0,100,90.0,100,90,100
700,98.0,98,98.0,98,98,100,100.0,100,100.0,100,100,100
701,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
702,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
703,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
704,97.0,95,97.0,95,97,100,100.0,100,100.0,100,100,100
705,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
706,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
707,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
708,91.0,96,91.0,96,55,91,86.0,98,86.0,98,58,85
709,92.0,100,92.0,98,92,100,91.0,100,91.0,97,91,100
710,95.0,99,95.0,99,95,99,93.0,99,93.0,99,93,99
711,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
712,98.0,99,98.0,99,98,100,100.0,100,100.0,100,100,100
713,81.0,89,81.0,91,81,100,74.0,81,74.0,85,74,100
714,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
715,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
716,94.0,94,94.0,94,94,96,90.0,100,90.0,100,90,100
717,95.0,94,95.0,84,95,100,97.0,98,97.0,83,97,100
718,96.0,96,96.0,97,96,97,97.0,99,97.0,95,97,95
719,93.0,100,93.0,100,50,93,97.0,100,97.0,100,50,89
720,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
721,95.0,99,95.0,99,95,99,100.0,100,100.0,100,100,100
722,97.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
723,90.0,95,94.0,100,94,100,91.0,95,95.0,100,95,100
724,80.0,99,80.0,99,51,91,74.0,100,74.0,100,51,85
725,94.0,98,94.0,98,53,80,95.0,100,95.0,100,48,69
726,94.0,98,94.0,98,53,80,95.0,100,95.0,100,48,69
727,100.0,100,100.0,100,62,44,100.0,100,100.0,100,62,44
728,69.0,93,98.0,98,57,79,64.0,88,100.0,100,52,56
729,100.0,100,100.0,100,53,96,100.0,100,100.0,100,56,91
730,98.0,99,98.0,98,50,63,99.0,100,99.0,98,48,30
731,100.0,100,100.0,100,53,89,100.0,100,100.0,100,48,81
732,92.0,99,92.0,99,52,85,100.0,100,100.0,100,53,80
733,100.0,100,100.0,100,72,67,100.0,100,100.0,100,78,67
734,97.0,98,97.0,98,56,82,97.0,98,97.0,100,51,73
735,99.0,98,48.0,45,50,80,100.0,100,45.0,29,48,66
736,100.0,100,100.0,100,60,71,100.0,100,100.0,100,64,56
737,85.0,88,80.0,99,80,99,82.0,85,80.0,99,80,99
738,90.0,97,82.0,97,100,100,91.0,95,83.0,95,100,100
739,97.0,100,97.0,100,97,100,100.0,100,100.0,100,100,100
740,98.0,100,98.0,100,98,100,100.0,100,100.0,100,100,100
741,71.0,100,71.0,100,71,100,70.0,100,70.0,100,70,100
742,97.0,99,97.0,99,97,100,97.0,100,97.0,100,97,100
743,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
744,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
745,100.0,100,100.0,100,100,100,99.0,100,99.0,100,99,100
746,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
747,67.0,68,69.0,100,69,100,65.0,68,65.0,100,65,100
748,100.0,100,99.0,100,100,100,100.0,100,100.0,100,100,100
749,85.0,95,85.0,96,85,96,85.0,95,85.0,95,85,95
750,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
751,99.0,100,99.0,99,99,99,100.0,100,100.0,100,100,100
752,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
753,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
754,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
755,97.0,98,97.0,97,97,97,95.0,99,95.0,95,95,95
756,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
757,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
758,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
759,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
760,97.0,98,97.0,98,97,98,100.0,100,100.0,100,100,100
761,99.0,100,99.0,100,99,99,100.0,100,100.0,100,100,100
762,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
763,88.0,91,88.0,96,88,99,94.0,93,93.0,97,93,100
764,92.0,100,92.0,100,92,100,85.0,100,85.0,100,85,100
765,75.0,99,75.0,99,75,99,77.0,100,77.0,100,77,100
766,98.0,98,98.0,98,98,100,100.0,100,100.0,100,100,100
767,74.0,100,74.0,100,74,100,74.0,100,74.0,100,74,100
768,93.0,96,93.0,96,93,96,90.0,93,90.0,93,90,93
769,97.0,99,97.0,100,97,100,100.0,100,100.0,100,100,100
770,66.0,73,66.0,73,66,79,86.0,78,86.0,78,86,78
771,88.0,91,88.0,96,88,99,94.0,93,93.0,97,93,100
772,60.0,77,85.0,98,85,98,48.0,61,87.0,100,87,100
773,91.0,95,91.0,97,91,97,89.0,96,89.0,100,89,100
774,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
775,99.0,100,99.0,100,99,100,97.0,100,97.0,100,97,100
776,99.0,100,99.0,100,99,100,96.0,100,96.0,100,96,100
777,93.0,99,93.0,99,93,100,90.0,100,90.0,100,90,100
778,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
779,95.0,100,95.0,100,95,100,96.0,100,96.0,100,96,100
780,96.0,100,96.0,100,96,100,100.0,100,100.0,100,100,100
781,94.0,100,94.0,100,94,100,100.0,100,100.0,100,100,100
782,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
783,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
784,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
785,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
786,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
787,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
788,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
789,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
790,76.0,98,76.0,98,76,98,74.0,100,74.0,100,74,100
791,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
792,100.0,100,46.0,31,47,42,100.0,100,46.0,28,46,28
793,98.0,99,46.0,30,48,35,100.0,100,44.0,26,44,13
794,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
795,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
796,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
797,74.0,80,74.0,83,74,95,78.0,81,79.0,80,79,94
798,90.0,97,81.0,93,81,93,93.0,100,83.0,88,83,88
799,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
800,71.0,81,71.0,81,71,81,74.0,78,74.0,78,74,78
801,68.0,69,68.0,82,68,98,73.0,70,73.0,78,73,97
802,52.0,58,52.0,63,52,92,47.0,57,47.0,50,51,89
803,44.0,52,49.0,47,86,100,51.0,53,55.0,38,82,100
804,95.0,100,96.0,98,96,100,94.0,100,94.0,97,94,100
805,100.0,100,100.0,100,100,100,100.0,100,100.0,100,100,100
